,location,district,rooms,size,level,max_levels,price
276,"город Ташкент, Олмазорский район, Каракамыш-2/3",Олмазорский,2,65,5,9,31300
277,"город Ташкент, Мирзо-Улугбекский район, Буюк Ипак йули (Луначарское) ",Мирзо-Улугбекский,2,62,5,5,33500
278,"город Ташкент, Олмазорский район, Каракамыш-2/4",Олмазорский,2,56,3,5,38500
279,"город Ташкент, Мирзо-Улугбекский район, 2-й Паркентский проезд",Мирзо-Улугбекский,2,59,2,8,41500
280,"город Ташкент, Чиланзарский район, Чиланзар 19-й квартал",Чиланзарский,3,96,6,9,64500
281,"город Ташкент, Яшнободский район, 2-й проезд Иззат",Яшнободский,1,37,4,8,13075
282,"город Ташкент, Яккасарайский район, Мухандислар",Яккасарайский,2,70,8,9,48000
283,"город Ташкент, Мирабадский район, Фидокор (Чехова) ",Мирабадский,2,78,4,8,77000
284,"город Ташкент, Яккасарайский район, Юсуфа Хос Ходжиба",Яккасарайский,4,145,7,8,115000
285,"город Ташкент, Мирзо-Улугбекский район, ц-1 Буюк ипак йули (Ц-1) ",Мирзо-Улугбекский,3,100,2,5,128000
286,"город Ташкент, Яшнободский район, 1-й проезд Мурабби",Яшнободский,2,54,4,4,33000
287,"город Ташкент, Мирабадский район, Фидокор (Чехова) ",Мирабадский,3,70,2,4,66000
288,"город Ташкент, Яккасарайский район, Кушбеги",Яккасарайский,5,116,3,5,80000
289,"город Ташкент, Чиланзарский район, Чиланзар квартал 20Д",Чиланзарский,3,72,8,9,37700
290,"город Ташкент, Шайхантахурский район, Урда",Шайхантахурский,1,70,6,7,60000
291,"город Ташкент, Мирзо-Улугбекский район, ТТЗ",Мирзо-Улугбекский,2,60,9,9,28500
292,"город Ташкент, Чиланзарский район, Чиланзар 6-й квартал",Чиланзарский,2,52,4,5,38000
293,"город Ташкент, Яккасарайский район, Ул.Ш.Руставели",Яккасарайский,3,95,7,8,65000
294,"город Ташкент, Чиланзарский район, Чиланзар 6-й квартал",Чиланзарский,2,44,1,4,38000
295,"город Ташкент, Чиланзарский район, Чиланзар 6-й квартал",Чиланзарский,2,42,3,4,36500
296,"город Ташкент, Чиланзарский район, Чиланзар 6-й квартал",Чиланзарский,2,43,2,4,36500
297,"город Ташкент, Чиланзарский район, Чиланзар 6-й квартал",Чиланзарский,3,77,5,5,95000
298,"город Ташкент, Чиланзарский район, Чиланзар 7-й квартал",Чиланзарский,1,24,3,4,20000
299,"город Ташкент, Чиланзарский район, Чиланзар 7-й квартал",Чиланзарский,1,30,1,4,26000
300,"город Ташкент, Чиланзарский район, Чиланзар 7-й квартал",Чиланзарский,2,41,1,4,36000
301,"город Ташкент, Юнусабадский район, Кашкар",Юнусабадский,2,46,2,4,36000
302,"город Ташкент, Чиланзарский район, Чиланзар 7-й квартал",Чиланзарский,2,42,2,4,36500
303,"город Ташкент, Юнусабадский район, Юнусабад-11",Юнусабадский,2,51,3,4,45000
304,"город Ташкент, Учтепинский район, Чиланзар 24-й квартал",Учтепинский,3,62,5,5,33500
305,"город Ташкент, Яшнободский район, Авиасозлар/Лисунова-4",Яшнободский,1,50,5,12,25000
306,"город Ташкент, Юнусабадский район, 1-й проезд Кулолкургон",Юнусабадский,4,107,6,9,75500
307,"город Ташкент, Юнусабадский район, ц-5 Киёт (Ц-5) ",Юнусабадский,5,255,1,8,270000
308,"город Ташкент, Юнусабадский район, ц-5 Киёт (Ц-5) ",Юнусабадский,6,266,1,8,285000
309,"город Ташкент, Олмазорский район, Каракамыш-2/3",Олмазорский,1,38,6,9,27500
310,"город Ташкент, Яккасарайский район, Кичик Бешагач",Яккасарайский,4,210,4,8,265000
311,"город Ташкент, Яккасарайский район, Башлык",Яккасарайский,4,110,7,9,75000
312,"город Ташкент, Олмазорский район, Каракамыш 2/4",Олмазорский,2,55.62,5,9,31000
313,"город Ташкент, Сергелийский район, Сергели-II",Сергелийский,2,66,8,9,31507
314,"город Ташкент, Яккасарайский район, Шота Руставели",Яккасарайский,2,53,3,5,54000
315,"город Ташкент, Олмазорский район, обводная  Нурафшон",Олмазорский,4,119,2,5,110000
316,"город Ташкент, Мирзо-Улугбекский район, Академгородок",Мирзо-Улугбекский,2,56,1,4,35000
317,"город Ташкент, Мирзо-Улугбекский район, Кибрай",Мирзо-Улугбекский,3,68,4,4,24000
