,district,rooms,size,level,max_levels,price
544,Олмазорский,4,125.0,1,3,80000.0
545,Мирабадский,2,40.0,1,1,22500.0
546,Яккасарайский,2,60.0,4,4,45500.0
547,Мирзо-Улугбекский,4,92.0,4,5,52000.0
548,Юнусабадский,2,54.0,1,4,38500.0
549,Мирзо-Улугбекский,4,91.0,3,5,50000.0
550,Яшнободский,1,21.0,3,4,14700.0
551,Учтепинский,3,72.0,1,9,44300.0
552,Юнусабадский,2,48.0,3,4,38999.0
553,Шайхантахурский,3,104.0,3,9,60000.0
554,Яшнободский,2,65.0,6,9,53000.0
555,Яшнободский,2,65.0,5,5,64999.0
556,Мирзо-Улугбекский,2,62.0,5,5,36500.0
557,Мирзо-Улугбекский,2,50.0,5,5,35000.0
558,Олмазорский,4,86.0,5,5,55000.0
559,Юнусабадский,2,50.0,4,4,33500.0
560,Мирзо-Улугбекский,2,56.0,2,4,37000.0
561,Яккасарайский,4,180.0,8,8,235000.0
562,Мирзо-Улугбекский,2,60.0,2,5,38200.0
563,Чиланзарский,3,84.0,2,5,46000.0
564,Мирзо-Улугбекский,2,62.0,4,4,38500.0
565,Юнусабадский,2,56.0,4,5,39000.0
566,Янгихаётский,4,96.0,9,9,34500.0
567,Юнусабадский,2,63.0,2,5,39999.0
568,Учтепинский,5,109.0,7,9,65000.0
569,Мирзо-Улугбекский,3,100.0,2,5,128000.0
570,Юнусабадский,2,49.0,1,4,40000.0
571,Учтепинский,2,47.0,4,4,30500.0
572,Мирабадский,3,90.0,6,9,87000.0
573,Яккасарайский,4,95.0,4,4,79500.0
574,Чиланзарский,4,100.0,7,9,65000.0
575,Юнусабадский,2,50.0,1,4,41000.0
576,Учтепинский,3,80.0,3,5,60000.0
577,Юнусабадский,3,82.0,4,4,42000.0
578,Учтепинский,2,52.0,5,5,30000.0
579,Яккасарайский,2,55.0,2,4,65000.0
580,Учтепинский,4,80.0,5,5,62000.0
581,Чиланзарский,3,57.0,1,4,44000.0
582,Чиланзарский,2,50.0,6,8,38999.0
583,Учтепинский,2,59.0,9,9,27000.0
584,Яккасарайский,4,160.0,4,9,
585,Яшнободский,2,60.0,1,6,30000.0
586,Мирзо-Улугбекский,5,140.0,3,8,98000.0
587,Мирабадский,4,164.0,3,7,120000.0
588,Мирзо-Улугбекский,5,135.0,1,9,82000.0
589,Шайхантахурский,3,75.0,8,9,49000.0
590,Мирзо-Улугбекский,3,70.0,4,5,45000.0
591,Чиланзарский,3,70.0,5,5,41000.0
592,Мирабадский,2,52.0,2,4,50000.0
593,Мирзо-Улугбекский,2,50.0,4,4,28700.0
594,Чиланзарский,3,72.0,6,9,54000.0
595,Мирзо-Улугбекский,2,60.0,6,6,34000.0
596,Юнусабадский,2,60.0,3,4,41500.0
597,Юнусабадский,2,60.0,3,4,41500.0
598,Чиланзарский,3,73.0,4,12,60000.0
599,Мирабадский,2,65.0,4,9,80000.0
600,Юнусабадский,3,110.0,5,8,335000.0
601,Яккасарайский,3,80.0,2,10,124999.0
602,Мирабадский,3,120.0,2,7,164500.0
603,Олмазорский,3,75.0,4,9,62000.0
604,Мирзо-Улугбекский,2,60.0,4,4,34000.0
605,Чиланзарский,3,72.0,5,9,43000.0
606,Мирзо-Улугбекский,2,62.0,6,9,35500.0
607,Мирзо-Улугбекский,3,91.0,3,5,51000.0
608,Чиланзарский,3,72.0,4,4,43000.0
609,Мирзо-Улугбекский,3,95.0,5,5,50000.0
610,Мирзо-Улугбекский,2,43.0,4,4,28500.0
611,Мирзо-Улугбекский,5,100.0,4,4,48000.0
612,Чиланзарский,3,90.0,1,9,65000.0
613,Мирзо-Улугбекский,2,45.0,1,4,36000.0
614,Чиланзарский,2,58.0,5,9,43500.0
615,Мирзо-Улугбекский,2,60.0,8,9,38000.0
616,Учтепинский,3,71.0,2,4,45000.0
617,Яккасарайский,3,80.0,4,5,56000.0
618,Чиланзарский,2,64.0,3,4,37500.0
619,Мирзо-Улугбекский,2,43.0,1,4,30500.0
620,Юнусабадский,2,50.0,4,4,33500.0
621,Мирзо-Улугбекский,2,44.0,3,4,31000.0
622,Чиланзарский,3,78.0,2,9,63000.0
623,Мирзо-Улугбекский,2,55.0,5,5,35000.0
624,Яккасарайский,1,39.0,2,5,26000.0
625,Чиланзарский,3,70.0,3,4,46000.0
626,Мирзо-Улугбекский,2,50.0,5,5,35000.0
627,Яккасарайский,2,63.0,1,5,41500.0
628,Мирзо-Улугбекский,2,42.0,2,5,33500.0
629,Чиланзарский,2,58.0,6,9,28000.0
630,Юнусабадский,2,50.0,2,5,30500.0
631,Яшнободский,3,39.11,2,2,31000.0
632,Чиланзарский,4,96.0,3,9,56000.0
633,Мирабадский,3,75.0,2,6,80000.0
634,Чиланзарский,3,94.0,4,4,46000.0
635,Чиланзарский,2,50.0,3,4,44200.0
636,Чиланзарский,2,52.0,3,4,41500.0
637,Олмазорский,3,80.0,1,4,80000.0
638,Мирзо-Улугбекский,4,80.0,5,5,47000.0
639,Мирзо-Улугбекский,4,95.0,5,5,46000.0
640,Чиланзарский,3,65.0,3,4,47000.0
641,Чиланзарский,4,105.0,4,9,90000.0
642,Чиланзарский,5,157.0,7,9,140000.0
643,Мирзо-Улугбекский,3,90.0,2,5,44000.0
644,Учтепинский,4,100.0,1,4,75000.0
645,Чиланзарский,3,80.0,9,9,35000.0
646,Яккасарайский,4,112.0,4,5,146500.0
647,Мирабадский,4,165.0,2,4,210000.0
648,Чиланзарский,2,64.0,4,9,40000.0
649,Учтепинский,3,80.0,10,12,40000.0
650,Учтепинский,2,56.0,4,4,31000.0
651,Яккасарайский,3,93.22,5,8,98000.0
652,Учтепинский,4,100.0,7,9,54000.0
653,Мирзо-Улугбекский,2,47.0,4,4,29996.0
654,Мирзо-Улугбекский,2,60.0,3,5,31000.0
655,Шайхантахурский,2,47.0,7,9,27000.0
656,Учтепинский,4,98.0,1,9,85000.0
657,Юнусабадский,4,90.0,9,9,62000.0
658,Чиланзарский,1,33.0,1,4,26800.0
659,Чиланзарский,1,33.0,3,4,24700.0
660,Чиланзарский,2,42.0,1,4,37500.0
661,Учтепинский,2,40.0,4,5,28000.0
662,Шайхантахурский,1,41.0,4,6,23542.0
663,Мирзо-Улугбекский,2,59.0,3,5,43000.0
664,Учтепинский,2,42.0,4,5,28500.0
665,Учтепинский,3,70.0,3,5,59000.0
666,Мирзо-Улугбекский,2,60.0,6,9,34000.0
667,Юнусабадский,2,58.0,5,9,42000.0
668,Юнусабадский,2,62.0,1,4,42000.0
669,Юнусабадский,2,60.0,4,4,42000.0
670,Юнусабадский,2,60.0,5,9,42000.0
671,Юнусабадский,2,54.0,2,4,42000.0
672,Юнусабадский,2,50.0,2,4,43000.0
673,Юнусабадский,2,62.0,4,9,44000.0
674,Мирзо-Улугбекский,3,105.0,3,6,126000.0
675,Юнусабадский,2,62.0,7,9,44000.0
676,Мирзо-Улугбекский,3,86.0,5,6,103000.0
677,Юнусабадский,2,60.0,3,5,44000.0
678,Учтепинский,4,109.0,5,9,55000.0
679,Юнусабадский,3,78.0,4,4,55000.0
680,Учтепинский,3,90.0,5,9,85000.0
681,Мирзо-Улугбекский,3,75.0,8,9,56000.0
682,Юнусабадский,5,140.0,5,9,102000.0
683,Мирабадский,4,96.0,7,9,86000.0
684,Сергелийский,4,106.0,6,9,41000.0
685,Мирзо-Улугбекский,4,110.0,7,16,82500.0
686,Яккасарайский,1,30.0,2,4,21000.0
687,Шайхантахурский,3,70.0,1,4,56000.0
688,Сергелийский,3,80.0,2,5,45000.0
689,Мирзо-Улугбекский,2,50.0,1,4,30000.0
690,Мирзо-Улугбекский,3,80.0,5,5,39000.0
691,Учтепинский,4,80.0,3,5,52500.0
692,Мирзо-Улугбекский,3,90.0,2,9,51000.0
693,Чиланзарский,5,105.0,7,9,78500.0
694,Юнусабадский,4,100.0,3,5,85000.0
695,Мирабадский,4,100.0,9,9,70000.0
696,Шайхантахурский,4,94.0,5,5,65000.0
697,Учтепинский,2,72.0,5,12,40000.0
698,Яккасарайский,2,48.0,5,9,23000.0
699,Чиланзарский,3,73.0,4,9,75000.0
700,Шайхантахурский,3,75.0,10,12,50000.0
701,Мирабадский,4,96.0,7,9,96000.0
702,Мирзо-Улугбекский,2,59.0,4,5,38500.0
703,Олмазорский,1,33.0,3,4,33500.0
704,Мирабадский,2,60.0,2,9,60000.0
705,Мирзо-Улугбекский,2,70.0,3,6,85000.0
706,Юнусабадский,2,62.0,2,5,49000.0
707,Мирзо-Улугбекский,4,214.0,2,8,380000.0
708,Мирзо-Улугбекский,2,60.0,4,4,32000.0
709,Юнусабадский,2,83.0,3,5,50000.0
710,Юнусабадский,2,77.0,4,9,52000.0
711,Юнусабадский,2,68.0,6,9,56000.0
712,Мирзо-Улугбекский,2,60.0,3,5,30500.0
713,Мирзо-Улугбекский,3,66.0,3,5,56000.0
714,Юнусабадский,2,58.0,1,4,56000.0
715,Мирзо-Улугбекский,3,70.0,5,5,46500.0
716,Юнусабадский,2,58.0,1,5,58000.0
717,Мирзо-Улугбекский,3,62.0,5,5,35000.0
718,Юнусабадский,2,60.0,7,8,59500.0
719,Юнусабадский,2,74.0,3,4,63000.0
720,Юнусабадский,3,78.0,4,4,56000.0
721,Шайхантахурский,1,28.0,2,2,21000.0
722,Юнусабадский,1,44.0,2,5,59999.0
723,Яшнободский,3,93.0,4,7,46500.0
724,Учтепинский,3,70.0,4,5,55000.0
725,Мирабадский,4,112.0,11,12,85500.0
726,Учтепинский,3,70.0,4,4,31800.0
727,Олмазорский,3,70.0,5,5,34600.0
728,Мирабадский,4,100.0,8,9,160000.0
729,Сергелийский,4,100.0,1,9,76000.0
730,Олмазорский,2,56.0,4,4,32500.0
731,Учтепинский,2,60.0,4,4,29900.0
732,Юнусабадский,3,70.0,3,9,64000.0
733,Мирабадский,3,112.0,4,5,80000.0
734,Мирзо-Улугбекский,5,100.0,5,9,80000.0
735,Мирабадский,5,235.0,6,8,395000.0
736,Яшнободский,2,58.0,2,4,37000.0
737,Чиланзарский,2,52.0,4,4,32000.0
738,Яшнободский,2,62.0,9,9,34000.0
739,Мирзо-Улугбекский,1,16.0,1,4,18000.0
740,Яшнободский,3,67.0,4,4,39000.0
741,Мирабадский,5,300.0,3,8,425000.0
742,Олмазорский,4,92.0,3,5,63000.0
743,Яшнободский,3,67.0,4,4,39000.0
744,Яшнободский,3,67.0,4,4,39000.0
745,Мирзо-Улугбекский,1,16.0,1,4,18000.0
746,Яккасарайский,1,45.0,3,4,40000.0
747,Яшнободский,2,30.0,7,9,20900.0
748,Мирабадский,4,180.0,6,8,235000.0
749,Яккасарайский,2,60.0,4,9,50000.0
750,Яккасарайский,6,142.0,1,9,135000.0
751,Мирабадский,3,85.0,3,9,86000.0
752,Мирзо-Улугбекский,2,65.0,1,4,67000.0
753,Учтепинский,4,80.0,1,5,55000.0
754,Мирзо-Улугбекский,2,50.0,2,5,35000.0
755,Олмазорский,2,55.0,2,5,41000.0
756,Шайхантахурский,3,70.0,2,9,52000.0
757,Юнусабадский,4,104.0,6,9,74000.0
758,Мирзо-Улугбекский,3,70.0,7,9,55000.0
759,Яккасарайский,1,44.0,2,9,27000.0
760,Мирзо-Улугбекский,1,30.0,1,2,19500.0
761,Олмазорский,4,150.0,5,6,95000.0
762,Мирзо-Улугбекский,2,60.0,4,4,31992.0
763,Мирзо-Улугбекский,3,70.0,5,5,45500.0
764,Мирзо-Улугбекский,2,50.0,3,4,32000.0
765,Мирзо-Улугбекский,3,64.0,5,5,35000.0
766,Мирзо-Улугбекский,3,70.0,4,4,41000.0
767,Мирзо-Улугбекский,3,85.0,4,4,83000.0
768,Мирзо-Улугбекский,3,75.0,2,9,45500.0
769,Мирзо-Улугбекский,3,70.0,6,9,56000.0
770,Олмазорский,4,83.0,5,5,38000.0
771,Чиланзарский,1,30.0,2,4,25500.0
772,Учтепинский,2,57.95,11,12,29000.0
773,Яккасарайский,2,50.0,2,4,47000.0
774,Мирзо-Улугбекский,3,75.0,3,4,67000.0
775,Мирзо-Улугбекский,3,70.0,5,9,65000.0
776,Мирзо-Улугбекский,2,45.0,2,4,31000.0
777,Чиланзарский,2,56.0,2,4,33000.0
778,Юнусабадский,4,95.0,3,9,62000.0
779,Мирзо-Улугбекский,3,70.0,2,4,73000.0
780,Яккасарайский,2,45.0,1,4,50000.0
781,Мирзо-Улугбекский,3,75.0,4,9,99000.0
782,Мирзо-Улугбекский,3,65.0,4,4,33000.0
783,Яккасарайский,5,105.0,9,9,52900.0
784,Шайхантахурский,3,72.0,8,9,55000.0
785,Юнусабадский,3,71.0,1,5,65000.0
786,Мирзо-Улугбекский,2,75.0,2,4,68000.0
787,Учтепинский,4,80.0,1,5,60000.0
788,Учтепинский,4,79.0,5,5,42000.0
789,Чиланзарский,2,48.0,2,5,35500.0
790,Чиланзарский,2,60.0,3,5,39800.0
791,Чиланзарский,2,60.0,5,9,38500.0
792,Чиланзарский,2,60.0,3,5,39000.0
793,Олмазорский,2,55.0,2,4,34500.0
794,Олмазорский,1,40.0,6,9,28000.0
795,Юнусабадский,1,42.0,2,4,44000.0
796,Яккасарайский,2,5.0,1,4,50000.0
797,Мирзо-Улугбекский,2,50.0,1,4,30000.0
798,Яккасарайский,3,110.0,9,9,78000.0
799,Яккасарайский,2,72.0,8,9,51500.0
800,Яккасарайский,1,59.0,7,9,
801,Яккасарайский,1,47.0,7,9,34000.0
802,Мирзо-Улугбекский,3,72.0,9,9,43500.0
803,Чиланзарский,1,30.0,2,4,24000.0
804,Яккасарайский,4,118.0,3,12,108417.0
805,Юнусабадский,4,100.0,2,9,85000.0
806,Учтепинский,1,35.0,3,4,26800.0
807,Мирабадский,3,75.0,8,9,75000.0
808,Чиланзарский,3,65.0,4,4,38500.0
809,Чиланзарский,2,50.0,2,4,31500.0
810,Чиланзарский,2,58.0,4,4,36500.0
811,Чиланзарский,2,50.0,3,4,35500.0
812,Чиланзарский,2,60.0,5,9,37500.0
813,Чиланзарский,1,36.0,2,4,26500.0
814,Чиланзарский,1,42.0,1,5,28500.0
815,Чиланзарский,1,42.0,4,4,26500.0
816,Шайхантахурский,4,96.0,2,9,72000.0
817,Юнусабадский,4,82.0,1,4,80000.0
818,Олмазорский,1,43.0,2,4,25000.0
819,Олмазорский,2,56.0,4,5,29600.0
820,Олмазорский,2,64.0,5,9,32000.0
821,Мирабадский,2,65.0,7,9,48000.0
822,Олмазорский,4,84.0,5,5,47000.0
823,Яккасарайский,4,140.0,2,12,128631.0
824,Юнусабадский,3,45.0,4,9,27500.0
825,Чиланзарский,2,48.0,1,4,36500.0
826,Мирзо-Улугбекский,2,53.06,3,7,53000.0
827,Учтепинский,2,50.0,2,5,34000.0
828,Яшнободский,3,63.0,5,5,45000.0
829,Мирзо-Улугбекский,5,110.0,2,4,85000.0
830,Юнусабадский,3,67.0,4,4,40000.0
831,Олмазорский,4,91.0,5,5,55000.0
832,Учтепинский,2,53.0,5,5,32000.0
833,Чиланзарский,1,34.0,1,4,27000.0
834,Чиланзарский,3,68.0,4,4,56500.0
835,Учтепинский,1,46.0,3,4,26800.0
836,Чиланзарский,3,68.0,3,5,53000.0
837,Яшнободский,3,62.5,1,4,46500.0
838,Мирзо-Улугбекский,1,30.0,1,2,18500.0
839,Мирзо-Улугбекский,2,43.0,1,4,29800.0
840,Учтепинский,2,63.0,2,5,42000.0
841,Яккасарайский,4,92.5,2,9,70000.0
842,Чиланзарский,2,51.0,3,4,34500.0
843,Чиланзарский,3,65.0,4,4,46500.0
844,Мирабадский,3,110.0,7,9,127000.0
845,Сергелийский,2,84.0,3,9,33500.0
846,Учтепинский,3,68.0,4,5,42000.0
847,Чиланзарский,2,45.0,4,4,34500.0
848,Яккасарайский,4,120.0,1,5,135000.0
849,Сергелийский,3,82.0,3,7,55000.0
850,Учтепинский,3,96.0,2,4,74000.0
851,Шайхантахурский,1,41.0,5,9,31500.0
852,Мирзо-Улугбекский,7,203.0,8,9,98979.0
853,Яккасарайский,1,64.0,4,12,58803.0
854,Учтепинский,4,80.0,5,6,56500.0
855,Чиланзарский,2,46.0,3,4,33500.0
856,Юнусабадский,4,82.0,1,9,65000.0
857,Мирзо-Улугбекский,3,113.6,2,5,115000.0
858,Шайхантахурский,3,75.0,7,9,57000.0
859,Юнусабадский,1,42.0,3,4,47000.0
860,Шайхантахурский,2,60.0,3,4,53000.0
861,Олмазорский,2,61.0,4,5,39000.0
862,Юнусабадский,2,60.0,3,4,73000.0
863,Шайхантахурский,3,75.0,1,9,78000.0
864,Мирабадский,3,70.0,2,4,65000.0
865,Шайхантахурский,4,96.0,9,12,62000.0
866,Юнусабадский,4,90.0,7,9,53000.0
867,Мирзо-Улугбекский,2,55.0,4,4,31500.0
868,Чиланзарский,2,58.0,4,5,30000.0
869,Чиланзарский,3,62.0,2,4,40500.0
870,Чиланзарский,2,47.0,4,5,37000.0
871,Чиланзарский,2,45.0,1,4,33500.0
872,Чиланзарский,1,28.0,4,5,23999.0
873,Чиланзарский,4,78.0,4,4,
874,Шайхантахурский,3,65.0,3,4,54000.0
875,Мирзо-Улугбекский,3,70.0,4,4,52000.0
876,Чиланзарский,2,56.0,4,4,35000.0
877,Учтепинский,3,75.0,1,4,52000.0
878,Яшнободский,3,110.0,5,5,95000.0
879,Яккасарайский,3,85.0,2,4,110000.0
880,Чиланзарский,2,44.0,3,4,
881,Мирзо-Улугбекский,5,246.0,8,9,119991.0
882,Учтепинский,4,100.0,8,9,
883,Чиланзарский,3,79.0,4,4,
884,Мирабадский,3,110.0,2,8,169000.0
885,Учтепинский,4,96.0,1,4,75000.0
886,Чиланзарский,2,50.0,1,4,
887,Мирзо-Улугбекский,2,50.0,1,4,31000.0
888,Шайхантахурский,3,70.0,1,9,50000.0
889,Мирзо-Улугбекский,2,60.0,4,4,44000.0
890,Мирзо-Улугбекский,3,87.05,5,11,62338.0
891,Мирзо-Улугбекский,3,121.0,5,9,75475.0
892,Яшнободский,3,74.0,8,9,
893,Юнусабадский,2,99.0,1,9,115000.0
894,Яшнободский,1,40.0,8,9,20500.0
895,Чиланзарский,2,50.0,4,4,37000.0
896,Чиланзарский,2,50.0,4,4,31000.0
897,Яккасарайский,3,80.0,4,5,56000.0
898,Мирабадский,2,68.0,5,5,44500.0
899,Юнусабадский,4,83.0,4,4,75000.0
900,Учтепинский,3,80.0,9,12,42000.0
901,Учтепинский,4,100.0,9,9,50000.0
902,Учтепинский,3,90.0,1,9,75000.0
903,Чиланзарский,4,92.0,4,4,61000.0
